"id","target","subassay","predictor","response"
"5","f6","K","262.85",3268
"5","x50","K","319.2",3354
"6","i9","A","153.8",2563
"6","a27","A","399.5",2139
"6","i35","A","380.25",2258
"6","m39","A","212.15",2343
"6","u47","A","216.9",2187
"6","f6","B","262.8",2550
"6","y25","B","413.65",1968
"6","f32","B","465.9",2714
"6","n40","B","330.25",2291
"6","r44","B","397.55",2230
"6","s19","C","205.95",1851
"6","c29","C","237.9",2108
"6","a53","C","421",2153
"6","c3","D","191.1",1847
"6","g7","D","292.3",2390
"6","n14","D","262.8",2086
"6","f32","D","432.7",2818
"6","z52","D","469.3",2223
"6","c55","D","355.8",2194
"6","h8","E","212.01",1870
"6","m13","E","368.6",1907
"6","s19","E","219.7",2236
"6","a27","E","292.65",1887
"6","m39","E","196.9",1952
"6","o41","E","270.9",2064
"6","q43","E","335.5",1993
"6","b54","E","281.6",2388
"6","d4","F","258.9",3679
"6","w49","F","403.83",3900
"6","x50","G","319.2",3249
"6","l12","H","297.7",2752
"6","a27","H","194.3",2054
"6","l38","H","260.8",2572
"6","e57","H","352.4",2624
"6","j10","I","237.8",3315
"6","x24","I","324.75",2160
"6","x50","I","365.2",2886
"6","d56","I","373.8",2492
"6","b2","J","360.3",4656
"6","b28","J","238.6",4813
"6","c3","K","177.6",4010
"6","s19","K","205.8",4615
"6","l38","K","242.5",5399
"7","e31","A","262.4",3845
"7","i35","A","380.25",3892
"7","m39","A","212.15",4057
"7","u47","A","216.9",3704
"7","n14","B","191.75",4922
"7","j36","B","496.2",5680
"7","z52","B","372",6130
"7","g7","C","196.7",3300
"7","k11","C","186.2",2267
"7","o41","C","247.8",2685
"7","w49","C","410.8",2980
"7","a53","C","421",3251
"7","c3","D","191.1",3379
"7","i9","D","234.6",3932
"7","a27","D","202.4",3743
"7","i35","D","368.5",4678
"7","j36","E","397.9",6253
"7","k11","F","270.4",5780
"7","p16","F","285.6",5821
"7","v22","F","192.3",6210
"7","r44","F","422.1",6067
"7","w49","F","403.83",6115
"7","y51","F","238",5938
"7","d56","F","249.9",4356
"7","w23","G","238.5",4862
"7","y25","G","356.45",4284
"7","c29","G","296.5",4981
"7","l12","H","297.7",6775
"7","a27","H","194.3",5740
"7","e31","H","213.1",6347
"7","p16","I","203.4",6767
"7","t20","I","153.1",5467
"7","d30","I","289.2",6144
"7","t20","J","155.6",7439
"7","e57","J","381.5",8289
"7","f6","K","262.85",8694
"7","z26","K","162.6",8574
"7","l38","K","242.5",10379
"7","a53","K","277.06",7976
"7","d56","K","249.9",7095
"8","e31","A","262.4",3789
"8","m39","A","212.15",4086
"8","y51","A","237.9",4261
"8","n14","B","191.75",3567
"8","y25","B","413.65",3354
"8","j36","B","496.2",4000
"8","n40","B","330.25",4238
"8","b54","B","212.4",3754
"8","k11","C","186.2",3010
"8","k37","C","395.5",3645
"8","a53","C","421",3255
"8","c55","C","319.2",3234
"8","n14","D","262.8",2562
"8","a27","D","202.4",2539
"8","z52","D","469.3",2654
"8","m13","E","368.6",3546
"8","h34","E","228.7",4077
"8","q43","E","335.5",4111
"8","t46","E","254.4",4516
"8","d4","F","258.9",5022
"8","x24","F","208.7",5717
"8","y51","F","238",5872
"8","c29","G","296.5",3704
"8","k37","G","410.55",3290
"8","s45","G","196.8",3537
"8","a53","G","277",4019
"8","e57","G","381.6",3685
"8","q17","H","175.95",5549
"8","e31","H","213.1",5901
"8","j10","I","237.8",6574
"8","l12","I","261.95",5531
"8","t20","I","153.1",5934
"8","x24","I","324.75",4576
"8","d30","I","289.2",5909
"8","x50","I","365.2",5441
"8","b2","J","360.3",9446
"8","b28","J","238.6",9310
"8","e57","J","381.5",8503
"8","f6","K","262.85",7942
"8","x50","K","319.2",8236
"8","a53","K","277.06",7870
"9","e5","A","251",2579
"9","m13","A","279.1",2674
"9","q17","A","189.6",2487
"9","u21","A","226.5",3156
"9","e31","A","262.4",2998
"9","i35","A","380.25",2990
"9","y51","A","237.9",3174
"9","r18","B","203.3",1354
"9","f32","B","465.9",510
"9","k11","C","186.2",1745
"9","s19","C","205.95",1999
"9","k37","C","395.5",2446
"9","a53","C","421",2242
"9","g7","D","292.3",1784
"9","u47","D","248",2055
"9","c55","D","355.8",1812
"9","m13","E","368.6",2027
"9","o15","E","412.5",2197
"9","s19","E","219.7",2770
"9","h34","E","228.7",2397
"9","j36","E","397.9",2476
"9","q43","E","335.5",1101
"9","k11","F","270.4",3150
"9","r44","F","422.1",2807
"9","w49","F","403.83",2966
"9","f6","G","216.3",3222
"9","w23","G","238.5",2669
"9","y25","G","356.45",2248
"9","c29","G","296.5",2824
"9","k37","G","410.55",2506
"9","e57","G","381.6",2995
"9","l12","H","297.7",3122
"9","q17","H","175.95",2946
"9","u21","H","245.5",2715
"9","e31","H","213.1",2928
"9","h34","H","233.8",3298
"9","y51","H","281.9",3352
"9","j10","I","237.8",3944
"9","t20","I","153.1",3260
"9","x24","I","324.75",2697
"9","d30","I","289.2",3751
"9","t20","J","155.6",5244
"9","z26","J","229.6",5045
"9","v48","J","265.8",5043
"9","e57","J","381.5",5511
"9","f6","K","262.85",4691
"9","s19","K","205.8",4543
"9","x50","K","319.2",4661
"9","d56","K","249.9",4115
"10","e5","A","251",2078
"10","m13","A","279.1",2323
"10","u47","A","216.9",2055
"10","f6","B","262.8",3199
"10","r18","B","203.3",2500
"10","f32","B","465.9",3213
"10","r44","B","397.55",2790
"10","g7","C","196.7",2337
"10","s19","C","205.95",1851
"10","e5","D","181.75",1883
"10","g7","D","292.3",2187
"10","i9","D","234.6",2182
"10","a27","D","202.4",2017
"10","f32","D","432.7",2689
"10","u47","D","248",1965
"10","o15","E","412.5",2606
"10","s19","E","219.7",3033
"10","a27","E","292.65",3073
"10","m39","E","196.9",2623
"10","o41","E","270.9",2793
"10","q43","E","335.5",2706
"10","p16","F","285.6",3811
"10","v22","F","192.3",3690
"10","r44","F","422.1",3883
"10","y51","F","238",3964
"10","r18","G","257.15",2966
"10","y25","G","356.45",2647
"10","c29","G","296.5",3016
"10","k37","G","410.55",2748
"10","s45","G","196.8",2955
"10","x50","G","319.2",3013
"10","a53","G","277",3464
"10","e31","H","213.1",3347
"10","y51","H","281.9",3819
"10","h8","I","335.3",3533
"10","j10","I","237.8",3863
"10","t20","I","153.1",2707
"10","a27","I","345",3823
"10","d30","I","289.2",3486
"10","p42","I","312.25",3439
"10","x50","I","365.2",3318
"10","z26","J","229.6",3500
"10","v48","J","265.8",4012
"10","e57","J","381.5",4263
"10","f6","K","262.85",4048
"10","l38","K","242.5",4868
"11","i9","A","153.8",4131
"11","m13","A","279.1",4368
"11","e31","A","262.4",4388
"11","m39","A","212.15",4595
"11","e57","A","352.4",4315
"11","y25","B","413.65",4359
"11","o15","C","330.4",3713
"11","s19","C","205.95",2888
"11","w23","C","257.5",3047
"11","g33","C","221",2493
"11","e5","D","181.75",2154
"11","g7","D","292.3",2998
"11","i9","D","234.6",2997
"11","f32","D","432.7",3733
"11","i35","D","368.5",3286
"11","z52","D","469.3",3219
"11","c55","D","355.8",3393
"11","m13","E","368.6",3740
"11","o15","E","412.5",4030
"11","a27","E","292.65",4370
"11","q43","E","335.5",4101
"11","b54","E","281.6",4380
"11","y51","F","238",6234
"11","d56","F","249.9",4097
"11","c29","G","296.5",3975
"11","l12","H","297.7",6876
"11","e31","H","213.1",5593
"11","h34","H","233.8",6341
"11","l38","H","260.8",5973
"11","y51","H","281.9",6624
"11","e57","H","352.4",6142
"11","t20","I","153.1",6436
"11","d30","I","289.2",8036
"11","x50","I","365.2",7475
"11","v48","J","265.8",8409
"11","f6","K","262.85",5075
"12","e5","A","251",4607
"12","a27","A","399.5",5928
"12","e57","A","352.4",5313
"12","r18","B","203.3",5199
"12","b28","B","245.4",4931
"12","n40","B","330.25",6042
"12","z52","B","372",5356
"12","k11","C","186.2",3230
"12","o15","C","330.4",4477
"12","s19","C","205.95",3445
"12","c29","C","237.9",3807
"12","w49","C","410.8",4025
"12","c55","C","319.2",4297
"12","n14","D","262.8",3616
"12","d30","D","304.3",4819
"12","f32","D","432.7",4646
"12","n40","D","384.7",3983
"12","u47","D","248",3087
"12","h8","E","212.01",3636
"12","o15","E","412.5",5152
"12","h34","E","228.7",4108
"12","o41","E","270.9",4662
"12","v48","E","455.9",5255
"12","k11","F","270.4",2545
"12","p16","F","285.6",2373
"12","v22","F","192.3",2894
"12","w49","F","403.83",1759
"12","l12","H","297.7",6485
"12","a27","H","194.3",5388
"12","h34","H","233.8",6084
"12","l38","H","260.8",5862
"12","y51","H","281.9",5798
"12","l12","I","261.95",7250
"12","t20","J","155.6",5371
"12","l38","K","242.5",12476
"13","e5","A","251",793
"13","i9","A","153.8",765
"13","m13","A","279.1",797
"13","r18","B","203.3",741
"13","y25","B","413.65",787
"13","f32","B","465.9",1010
"13","j36","B","496.2",930
"13","n40","B","330.25",1014
"13","z52","B","372",887
"13","s19","C","205.95",650
"13","c29","C","237.9",677
"13","s45","C","232.07",625
"13","g7","D","292.3",549
"13","i9","D","234.6",584
"13","n40","D","384.7",627
"13","z52","D","469.3",510
"13","o15","E","412.5",690
"13","h34","E","228.7",623
"13","m39","E","196.9",685
"13","q43","E","335.5",711
"13","b54","E","281.6",634
"13","d4","F","258.9",1354
"13","p16","F","285.6",1394
"13","g33","F","227.9",1553
"13","d56","F","249.9",1041
"13","r18","G","257.15",1071
"13","w23","G","238.5",883
"13","c29","G","296.5",803
"13","x50","G","319.2",983
"13","u21","H","245.5",806
"13","l38","H","260.8",717
"13","h8","I","335.3",1063
"13","j10","I","237.8",1145
"13","t20","I","153.1",720
"13","x24","I","324.75",711
"13","d30","I","289.2",766
"13","x50","I","365.2",923
"13","d56","I","373.8",881
"13","t46","J","278.7",1547
"13","v48","J","265.8",1670
"13","f6","K","262.85",1521
"13","z26","K","162.6",1053
"13","l38","K","242.5",1593
"14","q17","A","189.6",1638
"14","a27","A","399.5",2024
"14","m39","A","212.15",1981
"14","e57","A","352.4",1868
"14","n14","B","191.75",2343
"14","r18","B","203.3",2318
"14","v22","B","163.8",2233
"14","y25","B","413.65",2066
"14","k11","C","186.2",1372
"14","w23","C","257.5",1640
"14","c29","C","237.9",1778
"14","a53","C","421",1787
"14","c3","D","191.1",1162
"14","a27","D","202.4",1225
"14","f32","D","432.7",1692
"14","i35","D","368.5",1413
"14","z52","D","469.3",1388
"14","c55","D","355.8",1447
"14","s19","E","219.7",2146
"14","a27","E","292.65",1759
"14","h34","E","228.7",1902
"14","o41","E","270.9",1790
"14","b54","E","281.6",2007
"14","k11","F","270.4",2720
"14","p16","F","285.6",2815
"14","y51","F","238",2887
"14","x50","G","319.2",2506
"14","a53","G","277",2881
"14","l38","H","260.8",2144
"14","d4","I","169.15",3119
"14","h8","I","335.3",3294
"14","p16","I","203.4",3491
"14","t20","I","153.1",2672
"14","t20","J","155.6",2873
"14","b28","J","238.6",3540
"14","t46","J","278.7",3209
"14","v48","J","265.8",3247
"14","e57","J","381.5",3726
"14","c3","K","177.6",2537
"14","a53","K","277.06",2860
"15","q17","A","189.6",2733
"15","a27","A","399.5",3310
"15","e31","A","262.4",2943
"15","y51","A","237.9",3075
"15","f6","B","262.8",3573
"15","n40","B","330.25",3716
"15","r44","B","397.55",3524
"15","w23","C","257.5",2684
"15","k37","C","395.5",3383
"15","o41","C","247.8",2663
"15","s45","C","232.07",2348
"15","a53","C","421",3056
"15","c55","C","319.2",2968
"15","d30","D","304.3",2619
"15","n40","D","384.7",2191
"15","z52","D","469.3",2049
"15","c55","D","355.8",2089
"15","h8","E","212.01",3715
"15","h34","E","228.7",4127
"15","j36","E","397.9",4284
"15","m39","E","196.9",3718
"15","q43","E","335.5",4012
"15","x24","F","208.7",4516
"15","r44","F","422.1",4506
"15","w49","F","403.83",4573
"15","d56","F","249.9",3121
"15","r18","G","257.15",4868
"15","w23","G","238.5",4353
"15","x50","G","319.2",4175
"15","a53","G","277",4690
"15","l12","H","297.7",5138
"15","u21","H","245.5",4035
"15","a27","H","194.3",4261
"15","h34","H","233.8",4811
"15","p16","I","203.4",5682
"15","p42","I","312.25",5081
"15","t20","J","155.6",8830
"15","z26","J","229.6",8743
"15","v48","J","265.8",9939
"15","x50","K","319.2",6277
"15","d56","K","249.9",4937
"16","q43","A","341.56",4098
"16","y51","A","237.9",3192
"16","r18","B","203.3",4254
"16","v22","B","163.8",4517
"16","f32","B","465.9",6370
"16","n40","B","330.25",5238
"16","z52","B","372",5274
"16","k11","C","186.2",2277
"16","o15","C","330.4",2954
"16","s45","C","232.07",2261
"16","w49","C","410.8",2748
"16","c55","C","319.2",2912
"16","e5","D","181.75",2139
"16","g7","D","292.3",2461
"16","n14","D","262.8",2659
"16","i35","D","368.5",2780
"16","n40","D","384.7",2930
"16","h8","E","212.01",3220
"16","m13","E","368.6",3529
"16","h34","E","228.7",3422
"16","q43","E","335.5",3668
"16","b54","E","281.6",4123
"16","p16","F","285.6",5815
"16","r44","F","422.1",6268
"16","y51","F","238",6155
"16","f6","G","216.3",4942
"16","j10","G","483.9",4852
"16","r18","G","257.15",5171
"16","y25","G","356.45",4009
"16","p42","G","333.5",5132
"16","l12","H","297.7",4735
"16","l38","H","260.8",4353
"16","x50","I","365.2",5604
"16","t20","J","155.6",4684
"16","z26","J","229.6",5142
"16","v48","J","265.8",5791
"16","l38","K","242.5",7113
"16","x50","K","319.2",6013
"16","d56","K","249.9",5208
"17","u21","A","226.5",3397
"17","a27","A","399.5",3259
"17","q43","A","341.56",3875
"17","u47","A","216.9",3009
"17","n14","B","191.75",3060
"17","r18","B","203.3",3269
"17","v22","B","163.8",3269
"17","c29","C","237.9",3702
"17","c55","C","319.2",3431
"17","c3","D","191.1",1775
"17","z52","D","469.3",2140
"17","m13","E","368.6",3031
"17","o15","E","412.5",3286
"17","s19","E","219.7",3748
"17","q43","E","335.5",3380
"17","t46","E","254.4",3809
"17","v48","E","455.9",3090
"17","k11","F","270.4",3271
"17","p16","F","285.6",3436
"17","x24","F","208.7",3478
"17","g33","F","227.9",4036
"17","y51","F","238",3797
"17","f6","G","216.3",4786
"17","c29","G","296.5",4857
"17","u21","H","245.5",4621
"17","a27","H","194.3",5263
"17","e31","H","213.1",4989
"17","l38","H","260.8",5707
"17","e57","H","352.4",5008
"17","d4","I","169.15",3817
"17","l12","I","261.95",3548
"17","t20","I","153.1",3126
"17","a27","I","345",4131
"17","d56","I","373.8",3176
"17","b2","J","360.3",7671
"17","z26","J","229.6",5536
"17","t46","J","278.7",5709
"17","f6","K","262.85",5883
"17","l38","K","242.5",7382
"18","q17","A","189.6",2532
"18","a27","A","399.5",2574
"18","e31","A","262.4",2749
"18","i35","A","380.25",2265
"18","m39","A","212.15",2841
"18","f6","B","262.8",3941
"18","z52","B","372",3523
"18","g7","C","196.7",2877
"18","k11","C","186.2",1937
"18","o15","C","330.4",2400
"18","k37","C","395.5",2590
"18","o41","C","247.8",2132
"18","w49","C","410.8",2151
"18","a53","C","421",2559
"18","e5","D","181.75",2053
"18","a27","D","202.4",2158
"18","c55","D","355.8",1864
"18","h8","E","212.01",1880
"18","m13","E","368.6",1706
"18","o41","E","270.9",2009
"18","b54","E","281.6",2175
"18","d4","F","258.9",3410
"18","v22","F","192.3",3634
"18","x24","F","208.7",3613
"18","g33","F","227.9",4478
"18","w49","F","403.83",3475
"18","f6","G","216.3",4959
"18","j10","G","483.9",3288
"18","r18","G","257.15",4649
"18","y25","G","356.45",3408
"18","c29","G","296.5",4524
"18","p42","G","333.5",4067
"18","e57","G","381.6",4248
"18","q17","H","175.95",3886
"18","h34","H","233.8",4516
"18","e57","H","352.4",3489
"18","d4","I","169.15",4549
"18","h8","I","335.3",4201
"18","l12","I","261.95",3695
"18","t20","I","153.1",3743
"18","d30","I","289.2",4183
"18","z26","J","229.6",6528
"18","t46","J","278.7",5976
"18","z26","K","162.6",4801
"18","a53","K","277.06",4760
"19","i9","A","153.8",3968
"19","m13","A","279.1",3348
"19","u21","A","226.5",3809
"19","e31","A","262.4",3656
"19","i35","A","380.25",3598
"19","u47","A","216.9",3376
"19","f6","B","262.8",4642
"19","r18","B","203.3",4184
"19","v22","B","163.8",4083
"19","b28","B","245.4",4021
"19","f32","B","465.9",4983
"19","j36","B","496.2",4167
"19","n40","B","330.25",4566
"19","r44","B","397.55",4135
"19","b54","B","212.4",3907
"19","w23","C","257.5",3486
"19","g33","C","221",2774
"19","o41","C","247.8",3484
"19","a53","C","421",3803
"19","c55","C","319.2",3813
"19","c3","D","191.1",2308
"19","e5","D","181.75",2353
"19","i9","D","234.6",2603
"19","n14","D","262.8",2558
"19","i35","D","368.5",2732
"19","o15","E","412.5",3165
"19","j36","E","397.9",3355
"19","o41","E","270.9",3130
"19","t46","E","254.4",3414
"19","v48","E","455.9",3146
"19","d4","F","258.9",4804
"19","v22","F","192.3",5419
"19","x24","F","208.7",5327
"19","d56","F","249.9",3782
"19","f6","G","216.3",4658
"19","p42","G","333.5",4336
"19","l12","H","297.7",7583
"19","u21","H","245.5",6572
"19","l38","H","260.8",7195
"19","y51","H","281.9",7745
"19","j10","I","237.8",5875
"19","l12","I","261.95",4946
"19","t20","I","153.1",4615
"19","x24","I","324.75",4083
"19","a27","I","345",5969
"19","d30","I","289.2",5198
"19","b28","J","238.6",8311
"19","v48","J","265.8",7177
"19","a1","K","210.5",6356
"19","l38","K","242.5",7873
"20","m13","A","279.1",4175
"20","q17","A","189.6",3344
"20","a27","A","399.5",4742
"20","q43","A","341.56",5034
"20","u47","A","216.9",3863
"20","y25","B","413.65",4177
"20","j36","B","496.2",5335
"20","g7","C","196.7",2749
"20","k11","C","186.2",2062
"20","o15","C","330.4",2599
"20","s19","C","205.95",2180
"20","k37","C","395.5",2770
"20","w49","C","410.8",2181
"20","e5","D","181.75",2674
"20","g7","D","292.3",3580
"20","f32","D","432.7",5473
"20","u47","D","248",2950
"20","h8","E","212.01",3390
"20","m13","E","368.6",3941
"20","s19","E","219.7",4177
"20","h34","E","228.7",3756
"20","m39","E","196.9",3301
"20","q43","E","335.5",4460
"20","d4","F","258.9",5362
"20","x24","F","208.7",5347
"20","w49","F","403.83",6198
"20","y51","F","238",5869
"20","k37","G","410.55",5520
"20","p42","G","333.5",5953
"20","s45","G","196.8",5720
"20","e57","G","381.6",6484
"20","l12","H","297.7",7719
"20","q17","H","175.95",6627
"20","u21","H","245.5",6168
"20","a27","H","194.3",7001
"20","e31","H","213.1",7057
"20","e57","H","352.4",7161
"20","d4","I","169.15",5515
"20","p42","I","312.25",6167
"20","d56","I","373.8",5154
"20","t20","J","155.6",12214
"20","t46","J","278.7",10803
"20","f6","K","262.85",9107
"21","e5","A","251",3907
"21","i9","A","153.8",4553
"21","q43","A","341.56",5516
"21","y51","A","237.9",4627
"21","r18","B","203.3",3202
"21","j36","B","496.2",3815
"21","k11","C","186.2",1949
"21","s19","C","205.95",2196
"21","g33","C","221",2057
"21","k37","C","395.5",3132
"21","c55","C","319.2",2687
"21","a27","D","202.4",2673
"21","i35","D","368.5",2980
"21","n40","D","384.7",3234
"21","u47","D","248",2633
"21","a27","E","292.65",6000
"21","j36","E","397.9",5611
"21","o41","E","270.9",5292
"21","d4","F","258.9",5916
"21","x24","F","208.7",6262
"21","r44","F","422.1",6859
"21","y51","F","238",7363
"21","r18","G","257.15",4532
"21","p42","G","333.5",4500
"21","a53","G","277",4802
"21","h34","H","233.8",4369
"21","y51","H","281.9",4360
"21","j10","I","237.8",6970
"21","d30","I","289.2",6316
"21","x50","I","365.2",6206
"21","d56","I","373.8",4929
"21","f6","K","262.85",8520
"21","z26","K","162.6",8533
"21","l38","K","242.5",8929
"22","q17","A","189.6",3123
"22","a27","A","399.5",3145
"22","e31","A","262.4",3112
"22","i35","A","380.25",3044
"22","q43","A","341.56",3906
"22","u47","A","216.9",2962
"22","f6","B","262.8",4613
"22","n14","B","191.75",4247
"22","f32","B","465.9",4844
"22","n40","B","330.25",4727
"22","z52","B","372",4350
"22","b54","B","212.4",3824
"22","k11","C","186.2",2255
"22","s19","C","205.95",2449
"22","c29","C","237.9",2863
"22","g33","C","221",2462
"22","w49","C","410.8",3050
"22","c55","C","319.2",2847
"22","e5","D","181.75",2491
"22","d30","D","304.3",3680
"22","u47","D","248",2583
"22","z52","D","469.3",2974
"22","c55","D","355.8",3007
"22","h8","E","212.01",2802
"22","m13","E","368.6",2920
"22","o15","E","412.5",3114
"22","a27","E","292.65",3384
"22","q43","E","335.5",3030
"22","d4","F","258.9",4504
"22","k11","F","270.4",4985
"22","v22","F","192.3",5454
"22","g33","F","227.9",5727
"22","w49","F","403.83",5283
"22","s45","G","196.8",4208
"22","l12","H","297.7",3163
"22","u21","H","245.5",2613
"22","h8","I","335.3",3816
"22","p16","I","203.4",4561
"22","a27","I","345",4657
"22","p42","I","312.25",4287
"22","b2","J","360.3",6291
"22","e57","J","381.5",5337
"22","a1","K","210.5",5250
"22","c3","K","177.6",4999
"22","s19","K","205.8",5310
"22","z26","K","162.6",5184
"22","d56","K","249.9",4316
"23","e5","A","251",2938
"23","i9","A","153.8",3159
"23","q17","A","189.6",2651
"23","u21","A","226.5",2967
"23","i35","A","380.25",2677
"23","y51","A","237.9",3267
"23","n14","B","191.75",4522
"23","v22","B","163.8",4985
"23","y25","B","413.65",3754
"23","r44","B","397.55",4488
"23","o15","C","330.4",3523
"23","w49","C","410.8",3063
"23","c55","C","319.2",3330
"23","e5","D","181.75",1803
"23","n14","D","262.8",2210
"23","a27","D","202.4",1971
"23","n40","D","384.7",2322
"23","u47","D","248",1885
"23","z52","D","469.3",2233
"23","m39","E","196.9",2566
"23","k11","F","270.4",4583
"23","r44","F","422.1",4778
"23","y51","F","238",4828
"23","r18","G","257.15",5186
"23","c29","G","296.5",4667
"23","k37","G","410.55",4105
"23","p42","G","333.5",4819
"23","s45","G","196.8",4937
"23","x50","G","319.2",4348
"23","a53","G","277",4901
"23","e57","G","381.6",5098
"23","u21","H","245.5",3697
"23","y51","H","281.9",4527
"23","l12","I","261.95",5177
"23","p16","I","203.4",6017
"23","a27","I","345",5827
"23","x50","I","365.2",4843
"23","b2","J","360.3",8702
"23","e57","J","381.5",7562
"23","d56","K","249.9",5757
"24","e5","A","251",4814
"24","m13","A","279.1",4338
"24","i35","A","380.25",4426
"24","m39","A","212.15",4669
"24","q43","A","341.56",5023
"24","u47","A","216.9",3848
"24","r18","B","203.3",4053
"24","v22","B","163.8",3940
"24","b28","B","245.4",4456
"24","n40","B","330.25",4911
"24","c29","C","237.9",8098
"24","k37","C","395.5",7199
"24","o41","C","247.8",7043
"24","s45","C","232.07",6660
"24","c3","D","191.1",2941
"24","n14","D","262.8",3336
"24","n40","D","384.7",3612
"24","z52","D","469.3",3044
"24","m13","E","368.6",5973
"24","s19","E","219.7",7393
"24","m39","E","196.9",5879
"24","v48","E","455.9",5740
"24","b54","E","281.6",7320
"24","d4","F","258.9",7807
"24","v22","F","192.3",9193
"24","w49","F","403.83",9599
"24","y25","G","356.45",8148
"24","s45","G","196.8",9946
"24","l12","H","297.7",9486
"24","u21","H","245.5",8832
"24","e31","H","213.1",8549
"24","l38","H","260.8",9458
"24","y51","H","281.9",10072
"24","l12","I","261.95",7165
"24","d30","I","289.2",8471
"24","b28","J","238.6",12831
"24","a1","K","210.5",8882
"24","c3","K","177.6",8791
"24","l38","K","242.5",11323
"24","x50","K","319.2",10413
"25","q17","A","189.6",1963
"25","e31","A","262.4",2305
"25","q43","A","341.56",2608
"25","e57","A","352.4",2085
"25","v22","B","163.8",3013
"25","j36","B","496.2",2247
"25","b54","B","212.4",2538
"25","c55","C","319.2",2937
"25","c3","D","191.1",2223
"25","i9","D","234.6",2202
"25","n14","D","262.8",2236
"25","f32","D","432.7",2408
"25","i35","D","368.5",2023
"25","z52","D","469.3",1969
"25","o15","E","412.5",5282
"25","a27","E","292.65",6935
"25","m39","E","196.9",5456
"25","t46","E","254.4",6091
"25","d4","F","258.9",6555
"25","x24","F","208.7",6607
"25","f6","G","216.3",4607
"25","y25","G","356.45",3276
"25","a53","G","277",4205
"25","q17","H","175.95",4077
"25","a27","H","194.3",4044
"25","d4","I","169.15",6099
"25","j10","I","237.8",6348
"25","p16","I","203.4",6570
"25","d30","I","289.2",6119
"25","x50","I","365.2",5419
"25","b2","J","360.3",7877
"25","t20","J","155.6",7967
"25","b28","J","238.6",8406
"25","a1","K","210.5",5064
"25","l38","K","242.5",6385
"26","m13","A","279.1",2233
"26","i35","A","380.25",2243
"26","m39","A","212.15",2498
"26","y51","A","237.9",2491
"26","e57","A","352.4",1944
"26","f6","B","262.8",2990
"26","n14","B","191.75",2421
"26","v22","B","163.8",2382
"26","b28","B","245.4",2504
"26","f32","B","465.9",3025
"26","b54","B","212.4",2412
"26","g7","C","196.7",3742
"26","w23","C","257.5",2872
"26","c29","C","237.9",3215
"26","g33","C","221",2495
"26","k37","C","395.5",3327
"26","c3","D","191.1",1923
"26","e5","D","181.75",1686
"26","d30","D","304.3",2570
"26","u47","D","248",1785
"26","o15","E","412.5",3865
"26","a27","E","292.65",4649
"26","j36","E","397.9",3922
"26","q43","E","335.5",3682
"26","k11","F","270.4",4708
"26","v22","F","192.3",5519
"26","x24","F","208.7",5006
"26","j10","G","483.9",3686
"26","w23","G","238.5",4046
"26","y25","G","356.45",3823
"26","p42","G","333.5",4360
"26","x50","G","319.2",4060
"26","q17","H","175.95",4804
"26","a27","H","194.3",4960
"26","x50","I","365.2",4801
"26","b2","J","360.3",7392
"26","b28","J","238.6",6303
"26","a1","K","210.5",6252
"26","d56","K","249.9",5913
"27","e5","A","251",3009
"27","q17","A","189.6",2647
"27","a27","A","399.5",3210
"27","u47","A","216.9",2893
"27","y51","A","237.9",3242
"27","r18","B","203.3",2793
"27","y25","B","413.65",2961
"27","r44","B","397.55",2956
"27","b54","B","212.4",2679
"27","s19","C","205.95",3291
"27","o41","C","247.8",3223
"27","s45","C","232.07",3001
"27","a53","C","421",3872
"27","c55","C","319.2",3586
"27","e5","D","181.75",2224
"27","n14","D","262.8",2616
"27","a27","D","202.4",2452
"27","d30","D","304.3",3496
"27","n40","D","384.7",2794
"27","h8","E","212.01",3839
"27","a27","E","292.65",4899
"27","h34","E","228.7",4248
"27","v48","E","455.9",3765
"27","k11","F","270.4",5534
"27","p16","F","285.6",5685
"27","x24","F","208.7",6117
"27","g33","F","227.9",7021
"27","w49","F","403.83",6391
"27","d56","F","249.9",5273
"27","f6","G","216.3",5683
"27","y25","G","356.45",4232
"27","k37","G","410.55",4242
"27","p42","G","333.5",4972
"27","s45","G","196.8",5232
"27","h34","H","233.8",6247
"27","l38","H","260.8",6205
"27","j10","I","237.8",7394
"27","p16","I","203.4",7158
"27","x24","I","324.75",5070
"27","d56","I","373.8",5383
"27","b28","J","238.6",5963
"27","a1","K","210.5",4140
"27","c3","K","177.6",4100
"27","s19","K","205.8",4170
"27","a53","K","277.06",4106
"28","q17","A","189.6",3918
"28","u21","A","226.5",4857
"28","i35","A","380.25",4694
"28","m39","A","212.15",4704
"28","n14","B","191.75",5634
"28","v22","B","163.8",5742
"28","b28","B","245.4",5932
"28","f32","B","465.9",7586
"28","k11","C","186.2",3791
"28","c29","C","237.9",5039
"28","k37","C","395.5",6045
"28","s45","C","232.07",3713
"28","c55","C","319.2",5165
"28","c3","D","191.1",1795
"28","g7","D","292.3",2500
"28","i9","D","234.6",2248
"28","n14","D","262.8",2481
"28","o15","E","412.5",7708
"28","a27","E","292.65",7717
"28","o41","E","270.9",6684
"28","v22","F","192.3",6471
"28","x24","F","208.7",6632
"28","g33","F","227.9",7516
"28","d56","F","249.9",5012
"28","r18","G","257.15",6632
"28","s45","G","196.8",6360
"28","x50","G","319.2",6190
"28","h34","H","233.8",7410
"28","e57","H","352.4",7625
"28","d4","I","169.15",6514
